Note,This file is generated by the map editor. Don't edit it by hand because your changes will be overwritten. See SourceMap.xml.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell,634.785156,-2738.066406,504,1,-1.000000,20000.000000,2,,6,475,520.409790,-2674.893066,631.857056,-2592.465088,471,595.830933,-2863.481934,520.409790,-2674.893066,531,743.866821,-2801.762695,595.830933,-2863.481934,579,764.594421,-2767.203613,743.866821,-2801.762695,589,751.042053,-2699.492920,764.594421,-2767.203613,551,631.857056,-2592.465088,751.042053,-2699.492920,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,631.857056,-2592.465088,751.042053,-2699.492920,764.594421,-2767.203613,743.866821,-2801.762695,595.830933,-2863.481934,520.409790,-2674.893066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,639.421875,-1031.875000,505,3,-1.000000,20000.000000,2,,6,496,652.477417,-1167.647827,620.380859,-1162.622681,552,750.410217,-1094.412598,652.477417,-1167.647827,587,757.386292,-885.222656,750.410217,-1094.412598,497,616.144104,-902.599609,757.386292,-885.222656,472,516.122559,-1034.694702,616.144104,-902.599609,474,620.380859,-1162.622681,516.122559,-1034.694702,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,516.122559,-1034.694702,616.144104,-902.599609,757.386292,-885.222656,750.410217,-1094.412598,652.477417,-1167.647827,620.380859,-1162.622681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,745.966003,1142.990967,506,3,-1.000000,20000.000000,1025,,5,580,783.668213,1199.529907,811.550720,1120.327637,573,744.875122,1251.879639,771.332703,1234.552246,571,783.668213,1199.529907,811.550720,1120.327637,582,811.550720,1120.327637,795.879395,1099.432983,509,696.060974,1186.569824,744.875122,1251.879639,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,744.875122,1251.879639,771.332703,1234.552246,783.668213,1199.529907,811.550720,1120.327637,795.879395,1099.432983,696.060974,1186.569824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,635.928894,1108.960205,507,3,-1.000000,20000.000000,1025,,3,503,714.701355,1049.219849,582.849426,1054.250854,581,691.434875,1124.394043,714.701355,1049.219849,508,582.849426,1054.250854,589.823242,1096.112427,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,589.823242,1096.112427,691.434875,1124.394043,714.701355,1049.219849,582.849426,1054.250854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,550.353699,1123.208740,508,3,-1.000000,20000.000000,1025,,5,466,549.925354,1033.271973,492.192383,1085.685425,503,582.849426,1054.250854,549.925354,1033.271973,507,597.936462,1144.886597,589.823242,1096.112427,502,597.936462,1144.886597,589.823242,1096.112427,465,492.192383,1085.685425,492.139130,1096.646362,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,492.139130,1096.646362,597.936462,1144.886597,589.823242,1096.112427,582.849426,1054.250854,549.925354,1033.271973,492.192383,1085.685425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.144531,1222.143555,509,3,-1.000000,20000.000000,8192,,7,573,688.554565,1411.708008,744.875183,1251.879639,513,522.526672,1411.818726,688.554565,1411.708008,502,679.181763,1164.019409,601.603699,1166.908813,581,696.060242,1186.584717,679.181763,1164.019409,464,601.603699,1166.908813,523.359741,1237.921143,450,523.359741,1237.921143,522.526672,1411.818726,506,696.060242,1186.584717,679.181763,1164.019409,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,744.875183,1251.879639,696.060242,1186.584717,679.181763,1164.019409,601.603699,1166.908813,523.359741,1237.921143,522.526672,1411.818726,688.554565,1411.708008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,656.552429,2555.448975,510,2,-1.000000,20000.000000,1025,,4,525,581.509094,2532.745117,612.635498,2571.020996,478,583.709839,2503.072998,581.509094,2532.745117,477,581.509094,2532.745117,612.635498,2571.020996,511,709.193481,2486.231445,583.709839,2503.072998,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,709.193481,2486.231445,583.709839,2503.072998,581.509094,2532.745117,612.635498,2571.020996,629.223145,2591.416016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.166992,2433.345703,511,2,-1.000000,20000.000000,8192,,7,459,571.000488,2338.287598,527.691101,2434.187500,500,798.181763,2316.976074,571.000488,2338.287598,478,527.691101,2434.187500,583.709839,2503.072998,510,583.709839,2503.072998,709.196594,2486.233398,560,828.121216,2334.849365,798.181763,2316.976074,566,744.519531,2481.487549,828.121216,2334.849365,522,583.709839,2503.072998,709.196594,2486.233398,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,744.519531,2481.487549,828.121216,2334.849365,798.181763,2316.976074,571.000488,2338.287598,527.691101,2434.187500,583.709839,2503.072998,709.196594,2486.233398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.552429,1693.948975,512,2,-1.000000,20000.000000,1025,,3,514,679.727905,1740.186523,701.125549,1687.223022,517,605.650085,1740.229736,679.727905,1740.186523,516,589.439636,1699.675415,605.650085,1740.229736,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,605.650085,1740.229736,679.727905,1740.186523,701.125549,1687.223022,589.439636,1699.675415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.397461,1601.336914,513,3,-1.000000,20000.000000,8192,,8,514,717.171448,1647.514648,746.267700,1625.688354,515,568.715454,1647.763062,717.171448,1647.514648,509,688.554504,1411.708008,522.526672,1411.818726,573,802.128845,1487.449829,688.554504,1411.708008,450,522.526672,1411.818726,470.637878,1443.699585,463,470.637878,1443.699585,545.581360,1631.328369,516,545.581360,1631.328369,568.715454,1647.763062,570,746.267700,1625.688354,802.128845,1487.449829,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,802.128845,1487.449829,688.554504,1411.708008,522.526672,1411.818726,470.637878,1443.699585,545.581360,1631.328369,568.715454,1647.763062,717.171448,1647.514648,746.267700,1625.688354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,740.020691,1734.143311,514,2,-1.000000,20000.000000,1025,,5,515,717.171448,1647.514648,701.125549,1687.223022,513,746.267700,1625.688354,717.171448,1647.514648,517,679.727905,1740.186523,706.495300,1791.049561,570,773.532288,1677.331787,746.267700,1625.688354,512,717.171448,1647.514648,701.125549,1687.223022,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,679.727905,1740.186523,706.495300,1791.049561,773.532288,1677.331787,746.267700,1625.688354,717.171448,1647.514648,701.125549,1687.223022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.552429,1693.948975,515,2,-1.000000,20000.000000,1025,,3,513,717.171448,1647.514648,568.715454,1647.763062,514,701.134155,1687.209961,717.171448,1647.514648,516,568.715454,1647.763062,589.436523,1699.632935,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,589.436523,1699.632935,701.134155,1687.209961,717.171448,1647.514648,568.715454,1647.763062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,548.450867,1730.736572,516,2,-1.000000,20000.000000,1025,,5,517,562.321350,1811.854126,605.650085,1740.229736,513,568.715454,1647.763062,545.581360,1631.328369,515,605.650085,1740.229736,589.436523,1699.632935,463,545.581360,1631.328369,534.567322,1649.536133,512,605.650085,1740.229736,589.436523,1699.632935,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,605.650085,1740.229736,589.436523,1699.632935,568.715454,1647.763062,545.581360,1631.328369,534.567322,1649.536133,562.321350,1811.854126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,640.607422,1786.460938,517,2,-1.000000,20000.000000,0,,8,569,706.495300,1791.049561,679.727905,1740.186523,576,710.754639,1903.443115,736.481934,1848.059204,514,706.495300,1791.049561,679.727905,1740.186523,468,551.803467,1829.258179,590.994019,1907.915161,462,562.340027,1811.832886,551.803467,1829.258179,516,562.340027,1811.832886,551.803467,1829.258179,520,590.994019,1907.915161,710.754639,1903.443115,512,679.727905,1740.186523,605.650085,1740.229736,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,605.650085,1740.229736,562.340027,1811.832886,551.803467,1829.258179,590.994019,1907.915161,710.754639,1903.443115,736.481934,1848.059204,706.495300,1791.049561,679.727905,1740.186523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,737.632507,2074.048096,518,2,-1.000000,20000.000000,1025,,3,560,776.198181,2108.205078,802.767517,2060.127686,559,802.767517,2060.127686,737.197327,1970.772095,520,737.197327,1970.772095,699.031006,2039.831177,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,699.031006,2039.831177,776.198181,2108.205078,802.767517,2060.127686,737.197327,1970.772095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,635.454285,2128.727783,519,2,-1.000000,20000.000000,1025,,4,558,732.509277,2187.282959,675.944824,2081.582764,560,732.745605,2194.697510,732.509277,2187.282959,500,598.839355,2176.322998,732.745605,2194.697510,520,675.944824,2081.582764,672.104126,2081.060059,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,598.839355,2176.322998,732.745605,2194.697510,732.509277,2187.282959,675.944824,2081.582764,672.104126,2081.060059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,649.527344,2025.331055,520,2,-1.000000,20000.000000,0,,9,468,590.994019,1907.915161,518.739380,1996.643677,517,710.754639,1903.443115,590.994019,1907.915161,576,732.506775,1933.083374,710.754639,1903.443115,559,737.197388,1970.772095,732.506775,1933.083374,518,675.944824,2081.582764,699.031006,2039.831177,456,518.739380,1996.643677,548.644836,2064.227051,558,675.944824,2081.582764,699.031006,2039.831177,519,672.104126,2081.060059,675.944824,2081.582764,498,672.104126,2081.060059,675.944824,2081.582764,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,548.644836,2064.227051,672.104126,2081.060059,675.944824,2081.582764,699.031006,2039.831177,737.197388,1970.772095,732.506775,1933.083374,710.754639,1903.443115,590.994019,1907.915161,518.739380,1996.643677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,628.227722,2784.055908,521,2,-1.000000,20000.000000,1025,,3,584,649.063843,2855.439453,670.584473,2825.799072,495,521.511597,2801.893066,649.063843,2855.439453,524,586.483276,2742.893066,521.511597,2801.893066,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,586.483276,2742.893066,521.511597,2801.893066,649.063843,2855.439453,670.584473,2825.799072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,656.552429,2555.448975,522,2,-1.000000,20000.000000,1025,,6,523,704.125366,2587.622314,746.070007,2514.008789,526,651.057373,2618.278564,689.576416,2613.143311,566,746.070007,2514.008789,744.519531,2481.487549,563,704.125366,2587.622314,746.070007,2514.008789,477,629.223022,2591.407715,651.057373,2618.278564,511,744.519531,2481.487549,709.196594,2486.233398,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,744.519531,2481.487549,709.196594,2486.233398,629.223022,2591.407715,651.057373,2618.278564,689.576416,2613.143311,704.125366,2587.622314,746.070007,2514.008789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,756.020691,2612.157959,523,2,-1.000000,20000.000000,1025,,3,526,689.576416,2613.143311,761.469971,2704.733398,522,704.106628,2587.644043,689.576416,2613.143311,564,761.469971,2704.733398,810.129639,2637.712402,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,810.129639,2637.712402,704.106628,2587.644043,689.576416,2613.143311,761.469971,2704.733398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,549.519714,2697.367920,524,2,-1.000000,20000.000000,1025,,6,521,586.483765,2742.899902,615.845947,2716.234375,495,503.498718,2805.061768,521.511597,2801.893066,477,608.687683,2671.962891,591.661316,2664.308594,526,615.845947,2716.234375,608.687683,2671.962891,452,493.303711,2741.494141,503.498718,2805.061768,491,586.483765,2742.899902,615.845947,2716.234375,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,586.483765,2742.899902,615.845947,2716.234375,608.687683,2671.962891,591.661316,2664.308594,493.303711,2741.494141,503.498718,2805.061768,521.511597,2801.893066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,588.437683,2610.841064,525,2,-1.000000,20000.000000,1025,,3,478,581.509094,2532.745361,507.521393,2626.462402,510,612.669556,2571.047363,581.509094,2532.745361,451,507.521393,2626.462402,563.619019,2651.693848,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,612.669556,2571.047363,581.509094,2532.745361,507.521393,2626.462402,563.619019,2651.693848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,672.837891,2677.452148,526,2,-1.000000,20000.000000,0,,8,522,689.576416,2613.143311,651.057373,2618.278564,523,761.469971,2704.733398,689.576416,2613.143311,564,760.562378,2747.333252,761.381653,2708.881836,585,760.562378,2747.333252,761.381653,2708.881836,584,718.852234,2759.334229,760.562378,2747.333252,477,651.057373,2618.278564,608.687683,2671.962891,524,608.687683,2671.962891,615.845947,2716.234375,491,615.845947,2716.234375,718.852234,2759.334229,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,615.845947,2716.234375,718.852234,2759.334229,760.562378,2747.333252,761.381653,2708.881836,761.469971,2704.733398,689.576416,2613.143311,651.057373,2618.278564,608.687683,2671.962891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,678.004883,-3402.858398,527,1,-1.000000,20000.000000,2,,6,453,569.842957,-3478.114502,515.572083,-3271.023438,501,723.312134,-3521.408691,569.842957,-3478.114502,555,815.681763,-3458.927979,723.312134,-3521.408691,607,821.665833,-3412.331055,815.681763,-3458.927979,561,700.784363,-3279.555664,821.665833,-3412.331055,528,515.572083,-3271.023438,700.784363,-3279.555664,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,700.784363,-3279.555664,821.665833,-3412.331055,815.681763,-3458.927979,723.312134,-3521.408691,569.842957,-3478.114502,515.572083,-3271.023438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,689.437500,-3154.680664,528,1,-1.000000,20000.000000,2,,8,418,502.203613,-3260.240723,494.335358,-3236.272217,453,515.572144,-3271.023438,502.203613,-3260.240723,583,738.279114,-3043.094727,813.106750,-3145.005615,531,662.977844,-3035.616455,738.279114,-3043.094727,483,506.913849,-3175.304932,662.977844,-3035.616455,435,494.335358,-3236.272217,506.913849,-3175.304932,561,813.106750,-3145.005615,700.784363,-3279.555664,527,700.784363,-3279.555664,515.572144,-3271.023438,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,700.784363,-3279.555664,515.572144,-3271.023438,502.203613,-3260.240723,494.335358,-3236.272217,506.913849,-3175.304932,662.977844,-3035.616455,738.279114,-3043.094727,813.106750,-3145.005615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,690.805664,-572.987305,529,3,-1.000000,20000.000000,0,,5,497,702.650391,-694.759766,623.862854,-661.660156,556,813.148010,-585.711243,702.650391,-694.759766,598,786.739075,-502.400085,813.148010,-585.711243,532,627.705322,-475.340698,786.739075,-502.400085,484,623.862854,-661.660156,627.705322,-475.340698,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,623.862854,-661.660156,627.705322,-475.340698,786.739075,-502.400085,813.148010,-585.711243,702.650391,-694.759766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,692.096680,-2406.839844,530,3,-1.000000,20000.000000,2,,5,600,812.348816,-2354.990967,808.147766,-2457.182861,549,638.905090,-2278.661377,812.348816,-2354.990967,476,555.258484,-2423.760498,638.905090,-2278.661377,475,637.831848,-2540.736572,555.258484,-2423.760498,551,808.147766,-2457.182861,637.831848,-2540.736572,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,808.147766,-2457.182861,637.831848,-2540.736572,555.258484,-2423.760498,638.905090,-2278.661377,812.348816,-2354.990967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,712.338867,-2924.082031,531,1,-1.000000,20000.000000,2,,6,528,738.279114,-3043.094727,662.977844,-3035.616455,583,804.229248,-2951.465820,738.279114,-3043.094727,483,662.977844,-3035.616455,591.325439,-2871.844238,471,591.325439,-2871.844238,595.830933,-2863.481934,504,595.830933,-2863.481934,743.866760,-2801.762695,579,743.866760,-2801.762695,804.229248,-2951.465820,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,743.866760,-2801.762695,804.229248,-2951.465820,738.279114,-3043.094727,662.977844,-3035.616455,591.325439,-2871.844238,595.830933,-2863.481934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,719.548828,-404.057617,532,3,-1.000000,20000.000000,0,,9,608,844.214722,-190.143951,845.589539,-393.619965,645,645.703979,293.932556,844.214722,-190.143951,466,357.527222,267.885742,424.509338,280.036438,397,2.613815,144.921265,357.527222,267.885742,503,424.509338,280.036438,645.703979,293.932556,598,845.589539,-393.619965,786.739075,-502.400085,529,786.739075,-502.400085,627.705322,-475.340698,282,-10.319183,134.555786,2.613815,144.921265,484,627.705322,-475.340698,-10.319183,134.555786,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,627.705322,-475.340698,-10.319183,134.555786,2.613815,144.921265,357.527222,267.885742,424.509338,280.036438,645.703979,293.932556,844.214722,-190.143951,845.589539,-393.619965,786.739075,-502.400085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,814.738464,3558.924561,533,2,-1.000000,20000.000000,1025,,4,594,798.976318,3636.135010,835.324219,3602.792480,535,769.968262,3583.711426,798.976318,3636.135010,597,876.576843,3564.930420,859.477905,3534.124756,577,798.976318,3636.135010,835.324219,3602.792480,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,835.324219,3602.792480,876.576843,3564.930420,859.477905,3534.124756,769.968262,3583.711426,798.976318,3636.135010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,737.079285,3529.240479,534,2,-1.000000,20000.000000,1025,,4,535,688.297241,3562.447998,764.521118,3573.869385,547,704.145691,3483.801514,688.297241,3562.447998,548,706.313232,3484.122314,704.145691,3483.801514,595,764.521118,3573.869385,765.587585,3571.075684,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,764.521118,3573.869385,765.587585,3571.075684,706.313232,3484.122314,704.145691,3483.801514,688.297241,3562.447998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,725.187500,3608.474609,535,2,-1.000000,20000.000000,0,,7,594,794.820923,3670.101807,798.976318,3636.135010,578,590.990356,3857.078857,794.820923,3670.101807,533,769.971985,3583.715820,764.521118,3573.869385,487,643.828552,3594.567627,590.990356,3857.078857,547,688.297241,3562.447998,643.828552,3594.567627,534,764.521118,3573.869385,688.297241,3562.447998,595,769.971985,3583.715820,764.521118,3573.869385,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,769.971985,3583.715820,764.521118,3573.869385,688.297241,3562.447998,643.828552,3594.567627,590.990356,3857.078857,794.820923,3670.101807,798.976318,3636.135010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,618.617371,3103.036865,536,2,-1.000000,20000.000000,1025,,6,469,612.259460,3067.059326,608.664551,3067.862305,537,612.259460,3067.059326,608.664551,3067.862305,540,681.875000,3085.038818,663.896118,3055.542236,539,670.346252,3126.986084,681.875000,3085.038818,542,670.346252,3126.986084,681.875000,3085.038818,543,643.605347,3191.112305,655.562683,3180.739258,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,643.605347,3191.112305,655.562683,3180.739258,670.346252,3126.986084,681.875000,3085.038818,663.896118,3055.542236,612.259460,3067.059326,608.664551,3067.862305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,602.728699,3031.791748,537,2,-1.000000,20000.000000,1025,,3,536,612.265930,3067.056641,663.896118,3055.542236,540,663.896118,3055.542236,665.164795,3025.786377,493,665.164795,3025.786377,584.237122,2963.249268,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,584.237122,2963.249268,612.265930,3067.056641,663.896118,3055.542236,665.164795,3025.786377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,655.230652,2963.868408,538,2,-1.000000,20000.000000,1025,,4,494,704.130005,2987.665283,689.069153,2967.097168,540,703.670593,2988.146240,704.130005,2987.665283,553,704.130005,2987.665283,689.069153,2967.097168,495,642.952698,2904.148682,606.703369,2939.608887,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,606.703369,2939.608887,703.670593,2988.146240,704.130005,2987.665283,689.069153,2967.097168,642.952698,2904.148682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
